,tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
16913,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,12,3.0,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
16914,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,37,5.0,,,,,,,,7.0,,,,6.0,,,,,,,6.0,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
16915,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,18,5.0,,,,,,,,,4.0,3.0,,,,,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,1
16916,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,27,4.0,,,,,,,,,6.0,,,,,,,,,,,6.0,4.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
16917,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,24,3.0,,,,,,,,,4.0,4.0,,,,,,,,6.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
16918,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,18,5.0,,,,,,,,,,,,,,,,,,,,3.0,2.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
16919,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,20,3.0,,,,,,,,5.0,,,,,4.0,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
16920,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,20,4.0,,,,,,,,4.0,,4.0,,3.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
16921,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,22,3.0,,,,,,,,,4.0,,,,,,,,,,,4.0,4.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
16922,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,35,5.0,,,,,,,,6.0,,,,6.0,,,,,,,6.0,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
16923,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,35,5.0,,,,,,,,5.0,,6.0,,,,,,,,,6.0,,,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
16924,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,28,4.0,,,,,,,,6.0,,,,,,,,,,5.0,,,,,,,,7.0,,,,,,6.0,,,,,,,,,,,1
16925,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,36,4.0,,,,,,,,5.0,,,,6.0,,,,,,,,,4.0,,5.0,,,6.0,,,,,,6.0,,,,,,,,,,,1
16926,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,16,3.0,,,,,,,,,,,,,,,,,,,,4.0,3.0,,2.0,,,4.0,,,,,,,,,,,,,,,,,1
16927,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,37,6.0,,,,,,,,5.0,,6.0,,,,,,,,6.0,5.0,,,5.0,,,,4.0,,,,,,,,,,,,,,,,,1
16928,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,22,3.0,,,,,,,,,4.0,,,,4.0,,,,,,,,,3.0,,,,4.0,,,,,,4.0,,,,,,,,,,,1
16929,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,14,3.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,1
16930,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,16,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
16931,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,18,3.0,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,1
16932,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,23,5.0,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,,4.0,,,,,,5.0,,,,,,,,,,,1
16933,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,31,4.0,,,,,,,,,4.0,,,,,6.0,,,,5.0,,,,,,,,5.0,,,,7.0,,,,,,,,,,,,,1
16934,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,26,4.0,,,,,,,,,7.0,4.0,,,,,,,,,,6.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
16935,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,22,4.0,,,,,,,,7.0,,5.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
16936,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,27,5.0,,,,,,,,,6.0,,,,,,,,,,,,,6.0,,,,4.0,,,,,,,,6.0,,,,,,,,,1
16937,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,41,6.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,,,7.0,4.0,,,,6.0,,,,,,,,,,,,,,,,,1
16938,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,45,7.0,,,,,,,,,6.0,,,,7.0,7.0,,,,7.0,,,7.0,,,,,4.0,,,,,,,,,,,,,,,,,1
16939,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,29,5.0,,,,,,,,,5.0,4.0,,,,,,,,5.0,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
16940,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,42,6.0,,,,,,,,6.0,,6.0,,5.0,,,,,,,,,5.0,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
16941,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,29,5.0,,,,,,,,7.0,,5.0,,6.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
16942,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,24,4.0,,,,,,,,5.0,,,,4.0,,,,,,,4.0,,,,5.0,,,2.0,,,,,,,,,,,,,,,,,1
16943,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,16,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
16944,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,28,4.0,,,,,,,,,6.0,,,,,5.0,,,,,,5.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
16945,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,10,2.0,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
16946,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,16,3.0,,,,,,,,,,,,,,,,,,,,4.0,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
16947,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,16,4.0,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,2.0,,,,,,,,,,,,,,,,,1
16948,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,25,4.0,,,,,,,,,6.0,5.0,,3.0,,,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
16949,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,17,3.0,,,,,,,,,2.0,,,,4.0,,,,,3.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
16950,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,23,3.0,,,,,,,,,5.0,4.0,,,,,,,,,,4.0,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
16951,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,20,3.0,,,,,,,,,,,,,,,,,,4.0,,4.0,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
16952,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,21,5.0,,,,,,,,,,,,,,5.0,,,,,,5.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
16953,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,31,5.0,,,,,,,,,3.0,,,,5.0,5.0,,,,,,,5.0,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
16954,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,18,3.0,,,,,,,,,6.0,,,,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
16955,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,24,3.0,,,,,,,,,7.0,,,,,,,,,,5.0,6.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
16956,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,12,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
16957,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,34,4.0,,,,,,,,5.0,,7.0,,,,,,,,,,7.0,,6.0,,,,5.0,,,,,,,,,,,,,,,,,1
16958,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,30,5.0,,,,,,,,,6.0,,,,,,,,,,,6.0,6.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
16959,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,25,4.0,,,,,,,,4.0,,,,,,,,,,3.0,,,5.0,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
16960,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,17,3.0,,,,,,,,,3.0,3.0,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
16961,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,35,6.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
16962,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,13,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
16963,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,29,5.0,,,,,,,,,5.0,,,,4.0,,,,,,,6.0,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
16964,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,27,3.0,,,,,,,,,7.0,,,,,,,,,5.0,,,7.0,,,,,5.0,,,,,,,,,,,,,,,,,1
16965,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,28,4.0,,,,,,,,5.0,,,,,4.0,,4.0,,,,,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
16966,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,13,3.0,,,,,,,,,4.0,2.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,1
16967,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,32,5.0,,,,,,,,5.0,,4.0,,5.0,,,,,,,5.0,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
16968,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,13,2.0,,,,,,,,,2.0,,,,,,,,,,,3.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
16969,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,27,4.0,,,,,,,,,6.0,,,,,,,,,,,7.0,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
16970,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,29,4.0,,,,,,,,,6.0,,,4.0,4.0,,,,,,,,4.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
16971,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,18,3.0,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
16972,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,21,4.0,,,,,,,,,4.0,4.0,,,,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
16973,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,13,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
16974,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,36,6.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
16975,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,22,3.0,,,,,,,,,5.0,,,,,,,,,,,,3.0,,,,,6.0,,,,,,,,5.0,,,,,,,,,1
16976,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,26,4.0,,,,,,,,,5.0,4.0,,4.0,,,,,,,3.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
16977,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,35,5.0,,,,,,,,7.0,,4.0,,6.0,,,,,,,5.0,,,3.0,,,,5.0,,,,,,,,,,,,,,,,,1
16978,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,23,4.0,,,,,,,,,7.0,,,,,,,,,,,,4.0,5.0,,,,3.0,,,,,,,,,,,,,,,,,1
16979,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,29,4.0,,,,,,,,,5.0,5.0,,,,,,,,,,5.0,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
16980,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,27,,,,,,,6.0,,,5.0,3.0,,,,,,,,,,5.0,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
16981,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,18,3.0,,,,,,,,,5.0,,,,,,,,,,,4.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
16982,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,17,3.0,,,,,,,,,4.0,,2.0,,,,,,,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
16983,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,15,,,,,,,5.0,,,4.0,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
16984,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,17,3.0,,,,,,,,,3.0,,,,,2.0,,,,,,4.0,,,3.0,,,2.0,,,,,,,,,,,,,,,,,1
16985,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,33,5.0,,,,,,,,,6.0,5.0,,,,,,,,,,5.0,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
18508,2019K,1088,Helsingin kuvataidelukio,FI,,2,22,3.0,,,,,,,,5.0,,,,,4.0,,4.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
18509,2019K,1088,Helsingin kuvataidelukio,FI,,2,25,5.0,,,,,,,,,6.0,,,,,5.0,,,,,3.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
18510,2019K,1088,Helsingin kuvataidelukio,FI,,2,27,6.0,,,,,,,,5.0,,5.0,,5.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
18511,2019K,1088,Helsingin kuvataidelukio,FI,,2,12,,,,,,,3.0,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1
18512,2019K,1088,Helsingin kuvataidelukio,FI,,2,18,4.0,,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18513,2019K,1088,Helsingin kuvataidelukio,FI,,2,28,5.0,,,,,,,,,,,,,7.0,5.0,,,,,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
18514,2019K,1088,Helsingin kuvataidelukio,FI,,2,24,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,4.0,,,6.0,,,,,,,,5.0,,,,,,,,,1
18515,2019K,1088,Helsingin kuvataidelukio,FI,,1,29,3.0,,,,,,,,,5.0,,,,5.0,,,,6.0,,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,1
18516,2019K,1088,Helsingin kuvataidelukio,FI,,2,17,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
18517,2019K,1088,Helsingin kuvataidelukio,FI,,2,18,4.0,,,,,,,,,,,4.0,,3.0,,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,,,,,,1
18518,2019K,1088,Helsingin kuvataidelukio,FI,,2,21,5.0,,,,,,,,,,,4.0,,5.0,,,,,,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,,1
18519,2019K,1088,Helsingin kuvataidelukio,FI,,2,23,4.0,,,,,,,,3.0,,,,,,5.0,,,,,,6.0,,,3.0,,,2.0,,,,,,,,,,,,,,,,,1
18520,2019K,1088,Helsingin kuvataidelukio,FI,,2,22,4.0,,,,,,,,2.0,,,,,,5.0,,,,6.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18521,2019K,1088,Helsingin kuvataidelukio,FI,,1,11,2.0,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
18522,2019K,1088,Helsingin kuvataidelukio,FI,,2,17,3.0,,,,,,,,,3.0,,,,3.0,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
18523,2019K,1088,Helsingin kuvataidelukio,FI,,1,16,5.0,,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
18524,2019K,1088,Helsingin kuvataidelukio,FI,,2,17,4.0,,,,,,,,,,4.0,,,,5.0,,,,,,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,1
18525,2019K,1088,Helsingin kuvataidelukio,FI,,1,19,4.0,,,,,,,,,3.0,,,,,3.0,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
18526,2019K,1088,Helsingin kuvataidelukio,FI,,2,27,5.0,,,,,,,,6.0,,,,5.0,,5.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
18527,2019K,1088,Helsingin kuvataidelukio,FI,,2,37,6.0,,,,,,,,,7.0,,6.0,,,6.0,,,,,,,5.0,,,,,7.0,,,,,,,,,,,,,,,,,1
18528,2019K,1088,Helsingin kuvataidelukio,FI,,2,17,4.0,,,,,,,,4.0,,5.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
18529,2019K,1088,Helsingin kuvataidelukio,FI,,2,16,3.0,,,,,,,,,,,,,3.0,2.0,,,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,1
18530,2019K,1088,Helsingin kuvataidelukio,FI,,2,14,2.0,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
18531,2019K,1088,Helsingin kuvataidelukio,FI,,2,41,7.0,,,,,,,,6.0,,,,,7.0,,,,,,,,7.0,,,,,7.0,7.0,,,,,,,,,,,,,,,,1
18532,2019K,1088,Helsingin kuvataidelukio,FI,,2,24,6.0,,,,,,,,2.0,,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,1
18533,2019K,1088,Helsingin kuvataidelukio,FI,,2,18,4.0,,,,,,,,,6.0,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
18534,2019K,1088,Helsingin kuvataidelukio,FI,,2,20,4.0,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
18535,2019K,1088,Helsingin kuvataidelukio,FI,,1,14,3.0,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18536,2019K,1088,Helsingin kuvataidelukio,FI,,2,26,5.0,,,,,,,,6.0,,,,5.0,,,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
18537,2019K,1088,Helsingin kuvataidelukio,FI,,2,17,,,,,,,5.0,,,5.0,,,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
18538,2019K,1088,Helsingin kuvataidelukio,FI,,1,25,4.0,,,,,,,,6.0,,,,4.0,6.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18539,2019K,1088,Helsingin kuvataidelukio,FI,,2,23,4.0,,,,,,,,3.0,,,,,5.0,,,,,,,,5.0,,,,,4.0,,,,,,2.0,,,,,,,,,,,1
18540,2019K,1088,Helsingin kuvataidelukio,FI,,2,13,4.0,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
18541,2019K,1088,Helsingin kuvataidelukio,FI,,1,22,5.0,,,,,,,,,,,5.0,,3.0,,,,,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,1
18542,2019K,1088,Helsingin kuvataidelukio,FI,,2,33,6.0,,,,,,,,,,6.0,,,,6.0,,,,,,,,4.0,,,,5.0,,,,,,6.0,,,,,,,,,,,1
18543,2019K,1088,Helsingin kuvataidelukio,FI,,2,18,3.0,,,,,,,,,5.0,4.0,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
18544,2019K,1088,Helsingin kuvataidelukio,FI,,2,19,4.0,,,,,,,,,,,4.0,,,,,,3.0,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,1
18545,2019K,1088,Helsingin kuvataidelukio,FI,,2,14,,,,,,,5.0,,,2.0,,,,3.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
18546,2019K,1088,Helsingin kuvataidelukio,FI,,2,25,6.0,,,,,,,,4.0,,,,,,,,,,5.0,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,1
18547,2019K,1088,Helsingin kuvataidelukio,FI,,2,20,4.0,,,,,,,,,6.0,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18548,2019K,1088,Helsingin kuvataidelukio,FI,,2,19,4.0,,,,,,,,,,,,,,4.0,,,,,,5.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
18549,2019K,1088,Helsingin kuvataidelukio,FI,,2,28,6.0,,,,,,,,5.0,,,,5.0,,,,,,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,1
18550,2019K,1088,Helsingin kuvataidelukio,FI,,1,15,,,,,,,4.0,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,1
18551,2019K,1088,Helsingin kuvataidelukio,FI,,2,27,6.0,,,,,,,,,,,5.0,,,,,,6.0,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
18552,2019K,1088,Helsingin kuvataidelukio,FI,,2,38,6.0,,,,,,,,,7.0,,,,,,,,,5.0,,,,,6.0,,,7.0,,,,,,7.0,,,,,,,,,,,1
18553,2019K,1088,Helsingin kuvataidelukio,FI,,2,14,4.0,,,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
18554,2019K,1088,Helsingin kuvataidelukio,FI,,2,21,4.0,,,,,,,,3.0,,4.0,,,,,,,,4.0,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,1
18555,2019K,1088,Helsingin kuvataidelukio,FI,,2,22,5.0,,,,,,,,,,,,,,5.0,,,,,,5.0,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
18556,2019K,1088,Helsingin kuvataidelukio,FI,,2,34,4.0,,,,,,,,5.0,,6.0,,,5.0,,,,,,,,,,5.0,,,4.0,,,,,,,,,5.0,,,,,,,,1
18557,2019K,1088,Helsingin kuvataidelukio,FI,,2,15,3.0,,,,,,,,,3.0,,2.0,,,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18558,2019K,1088,Helsingin kuvataidelukio,FI,,2,23,4.0,,,,,,,,,4.0,,5.0,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18559,2019K,1088,Helsingin kuvataidelukio,FI,,2,29,6.0,,,,,,,,,6.0,,,,,6.0,,,,5.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
18560,2019K,1088,Helsingin kuvataidelukio,FI,,2,25,4.0,,,,,,,,,6.0,,,,,,,,,,,,,,3.0,,,6.0,,,,,,6.0,,,,,,,,,,,1
18561,2019K,1088,Helsingin kuvataidelukio,FI,,2,33,6.0,,,,,,,,4.0,,,,,7.0,,,,,6.0,,,,4.0,,,,6.0,,,,,,,,,,,,,,,,,1
18562,2019K,1088,Helsingin kuvataidelukio,FI,,2,20,4.0,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,5.0,,,,,,,,,1
18563,2019K,1088,Helsingin kuvataidelukio,FI,,1,16,3.0,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18564,2019K,1088,Helsingin kuvataidelukio,FI,,2,23,4.0,,,,,,,,,3.0,,,,6.0,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,1
18565,2019K,1088,Helsingin kuvataidelukio,FI,,2,29,5.0,,,,,,,,,6.0,,6.0,,,6.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
18566,2019K,1088,Helsingin kuvataidelukio,FI,,2,23,4.0,,,,,,,,,5.0,,,,,,,,,4.0,,,,6.0,,,,4.0,,,,,,,,,,,,,,,,,1
18567,2019K,1088,Helsingin kuvataidelukio,FI,,1,14,4.0,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18568,2019K,1088,Helsingin kuvataidelukio,FI,,2,14,0.0,,,,,,,,,5.0,2.0,,,,,,,,2.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18569,2019K,1088,Helsingin kuvataidelukio,FI,,2,21,4.0,,,,,,,,,,,,,,4.0,,,,,,4.0,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
18570,2019K,1088,Helsingin kuvataidelukio,FI,,1,27,5.0,,,,,,,,6.0,,,,5.0,6.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
18571,2019K,1088,Helsingin kuvataidelukio,FI,,2,18,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,5.0,,,,,,4.0,,,,,,,,,,,1
18572,2019K,1088,Helsingin kuvataidelukio,FI,,2,33,5.0,,,,,,,,,6.0,6.0,,,,,,,,,4.0,,,,,,,6.0,,6.0,,,,,,,,,,,,,,,1
18573,2019K,1088,Helsingin kuvataidelukio,FI,,2,22,5.0,,,,,,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,4.0,,,,,,,,1
18574,2019K,1088,Helsingin kuvataidelukio,FI,,2,28,7.0,,,,,,,,,,,4.0,3.0,,,,,,,,,4.0,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
18575,2019K,1088,Helsingin kuvataidelukio,FI,,2,39,7.0,,,,,,,,6.0,,,,,6.0,,,,,,,,,,7.0,,,7.0,,6.0,,,,,,,,,,,,,,,1
18576,2019K,1088,Helsingin kuvataidelukio,FI,,1,25,5.0,,,,,,,,,,,,,6.0,,,,,,,,5.0,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
18577,2019K,1088,Helsingin kuvataidelukio,FI,,1,21,3.0,,,,,,,,3.0,,,,4.0,,5.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
18578,2019K,1088,Helsingin kuvataidelukio,FI,,2,24,4.0,,,,,,,,,5.0,,,,,6.0,,,,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
18579,2019K,1088,Helsingin kuvataidelukio,FI,,2,10,3.0,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
