,tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
12921,2019K,1420,Lauttasaaren yhteiskoulu,FI,,1,18,4.0,,,,,,,,3.0,,,,2.0,,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
12922,2019K,1420,Lauttasaaren yhteiskoulu,FI,,2,16,3.0,,,,,,,,4.0,,,,,,,,,,,,,2.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
12923,2019K,1420,Lauttasaaren yhteiskoulu,FI,,1,17,3.0,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,,,,,,,,1
12924,2019K,1420,Lauttasaaren yhteiskoulu,FI,,2,31,6.0,,,,,,,,,5.0,6.0,,,,5.0,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
12925,2019K,1420,Lauttasaaren yhteiskoulu,FI,,2,28,4.0,,,,,,,,2.0,,3.0,,2.0,,,,,,,,,,6.0,,,,6.0,,,,,,5.0,,,,,,,,,,,1
12926,2019K,1420,Lauttasaaren yhteiskoulu,FI,,2,21,3.0,,,,,,,,,4.0,,,,,,,,,,,,4.0,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
14225,2019K,1083,Helsingin normaalilyseo,FI,,1,29,6.0,,,,,,,,4.0,,4.0,,4.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
14226,2019K,1083,Helsingin normaalilyseo,FI,,2,32,7.0,,,,,,,,,,,,,6.0,,6.0,,,,,,,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
14227,2019K,1083,Helsingin normaalilyseo,FI,,2,28,5.0,,,,,,,,,,,,,6.0,,,,,,,,6.0,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
14228,2019K,1083,Helsingin normaalilyseo,FI,,2,30,7.0,,,,,,,,6.0,,,,,6.0,,,,,,,,6.0,,,,,5.0,,,,,,,,,,,,,,,,,1
14229,2019K,1083,Helsingin normaalilyseo,FI,,2,26,5.0,,,,,,,,5.0,,,,4.0,5.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
14230,2019K,1083,Helsingin normaalilyseo,FI,,2,38,7.0,,,,,,,,,6.0,,,,,7.0,,,,,,,,,6.0,,,5.0,,,,,,,,,7.0,,,,,,,,1
14231,2019K,1083,Helsingin normaalilyseo,FI,,2,29,7.0,,,,,,,,4.0,,6.0,,,,,,,,,,,,,7.0,,,5.0,,,,,,,,,,,,,,,,,1
14232,2019K,1083,Helsingin normaalilyseo,FI,,1,32,7.0,,,,,,,,6.0,,,,,,7.0,7.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
14233,2019K,1083,Helsingin normaalilyseo,FI,,1,32,6.0,,,,,,,,,6.0,,,,5.0,,4.0,,,,,,4.0,,,,,7.0,,,,,,,,,,,,,,,,,1
14234,2019K,1083,Helsingin normaalilyseo,FI,,1,23,3.0,,,,,,,,4.0,,,,,6.0,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,1
14235,2019K,1083,Helsingin normaalilyseo,FI,,1,26,5.0,,,,,,,,3.0,,,,,7.0,,,,,,,,6.0,,,,,5.0,,,,,,,,,,,,,,,,,1
14236,2019K,1083,Helsingin normaalilyseo,FI,,1,36,6.0,,,,,,,,5.0,,,,,6.0,,,,,,,,7.0,5.0,,,,7.0,,,,,,,,,,,,,,,,,1
14237,2019K,1083,Helsingin normaalilyseo,FI,,2,32,6.0,,,,,,,,4.0,,,,,,,,,,,,,5.0,,5.0,,,6.0,,,,,,6.0,,,,,,,,,,,1
14238,2019K,1083,Helsingin normaalilyseo,FI,,2,32,7.0,,,,,,,,4.0,,5.0,,,,6.0,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
14239,2019K,1083,Helsingin normaalilyseo,FI,,1,36,6.0,,,,,,,,5.0,,,,,6.0,,,,,,,,7.0,,,,,6.0,6.0,,,,,,,,,,,,,,,,1
14240,2019K,1083,Helsingin normaalilyseo,FI,,2,34,7.0,,,,,,,,5.0,,,,,,,,,,,,,5.0,,6.0,,,4.0,,,,,,,,,,,,,,,,7.0,1
14241,2019K,1083,Helsingin normaalilyseo,FI,,2,27,,,,,,,5.0,,5.0,,,,3.0,,3.0,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
14242,2019K,1083,Helsingin normaalilyseo,FI,,2,28,5.0,,,,,,,,,5.0,,,,,,,,,,,,6.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,1
14243,2019K,1083,Helsingin normaalilyseo,FI,,1,34,7.0,,,,,,,,7.0,,,,,,,,,,,,,6.0,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
14244,2019K,1083,Helsingin normaalilyseo,FI,,2,31,5.0,,,,,,,,,6.0,,,,,,6.0,,,,,,,5.0,,,,4.0,,5.0,,,,,,,,,,,,,,,1
14245,2019K,1083,Helsingin normaalilyseo,FI,,1,32,6.0,,,,,,,,6.0,,,,3.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,6.0,1
14246,2019K,1083,Helsingin normaalilyseo,FI,,2,34,6.0,,,,,,,,,4.0,,,,4.0,4.0,,,,,,,5.0,,,,,4.0,,,,7.0,,,,,,,,,,,,,1
14247,2019K,1083,Helsingin normaalilyseo,FI,,2,42,6.0,,,,,,,,4.0,,,,,7.0,,,,,,,,7.0,,6.0,,,6.0,,,,,,6.0,,,,,,,,,,,1
14248,2019K,1083,Helsingin normaalilyseo,FI,,2,29,5.0,,,,,,,,,6.0,5.0,,3.0,,,,,,,,6.0,,4.0,,,,,,,,,,,,,,,,,,,,,1
14249,2019K,1083,Helsingin normaalilyseo,FI,,2,30,5.0,,,,,,,,7.0,,,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
14250,2019K,1083,Helsingin normaalilyseo,FI,,1,33,6.0,,,,,,,,7.0,,,,6.0,,,,,,,7.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
14251,2019K,1083,Helsingin normaalilyseo,FI,,2,29,4.0,,,,,,,,5.0,,5.0,,4.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
14252,2019K,1083,Helsingin normaalilyseo,FI,,2,33,7.0,,,,,,,,5.0,,,,5.0,,,,,,,,6.0,,,,,,6.0,,,,,,,4.0,,,,,,,,,,1
14253,2019K,1083,Helsingin normaalilyseo,FI,,1,30,6.0,,,,,,,,,,,7.0,,,,,,,,,,6.0,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
14254,2019K,1083,Helsingin normaalilyseo,FI,,1,37,7.0,,,,,,,,7.0,,,,6.0,,,,,,,7.0,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,1
14255,2019K,1083,Helsingin normaalilyseo,FI,,2,37,7.0,,,,,,,,5.0,,,,5.0,,,,,,,6.0,,,,7.0,,,7.0,,,,,,,,,,,,,,,,,1
14256,2019K,1083,Helsingin normaalilyseo,FI,,2,29,6.0,,,,,,,,6.0,,,,5.0,,,,,,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,1
14257,2019K,1083,Helsingin normaalilyseo,FI,,1,30,,,,,,,5.0,,,7.0,,,,7.0,,,,,,,,6.0,,,,,5.0,,,,,,,,,,,,,,,,,1
14258,2019K,1083,Helsingin normaalilyseo,FI,,2,30,7.0,,,,,,,,6.0,,6.0,,,,,,,,7.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
14259,2019K,1083,Helsingin normaalilyseo,FI,,2,36,7.0,,,,,,,,,6.0,,,,,6.0,,,,,,,6.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
14260,2019K,1083,Helsingin normaalilyseo,FI,,2,25,5.0,,,,,,,,6.0,,,,6.0,,,,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1
14261,2019K,1083,Helsingin normaalilyseo,FI,,2,27,6.0,,,,,,,,,4.0,,,,5.0,5.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
14262,2019K,1083,Helsingin normaalilyseo,FI,,2,24,6.0,,,,,,,,,4.0,,,,,,5.0,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
14263,2019K,1083,Helsingin normaalilyseo,FI,,2,31,7.0,,,,,,,,6.0,,6.0,,,,,,,,,7.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
14264,2019K,1083,Helsingin normaalilyseo,FI,,2,28,4.0,,,,,,,,7.0,,,,,,,,,,6.0,,,,,,,,6.0,,,,,,5.0,,,,,,,,,,,1
14265,2019K,1083,Helsingin normaalilyseo,FI,,1,36,6.0,,,,,,,,6.0,,,,6.0,,,,,,,7.0,,,,,,,7.0,,,,,,,,,4.0,,,,,,,,1
14266,2019K,1083,Helsingin normaalilyseo,FI,,2,23,5.0,,,,,,,,,5.0,,,3.0,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
14267,2019K,1083,Helsingin normaalilyseo,FI,,2,30,6.0,,,,,,,,6.0,,7.0,,,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
14268,2019K,1083,Helsingin normaalilyseo,FI,,2,32,6.0,,,,,,,,,,,,,,6.0,,,,,,,7.0,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
14269,2019K,1083,Helsingin normaalilyseo,FI,,1,31,6.0,,,,,,,,4.0,,,,,7.0,,,,,,,,7.0,,,,,7.0,,,,,,,,,,,,,,,,,1
14270,2019K,1083,Helsingin normaalilyseo,FI,,2,32,6.0,,,,,,,,4.0,,4.0,,,7.0,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,1
14271,2019K,1083,Helsingin normaalilyseo,FI,,1,32,6.0,,,,,,,,6.0,,5.0,,,,3.0,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
14272,2019K,1083,Helsingin normaalilyseo,FI,,2,21,4.0,,,,,,,,,4.0,,,,5.0,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,1
14273,2019K,1083,Helsingin normaalilyseo,FI,,2,17,4.0,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,1
14274,2019K,1083,Helsingin normaalilyseo,FI,,2,33,7.0,,,,,,,,,6.0,,,,,6.0,,,,,,4.0,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
14275,2019K,1083,Helsingin normaalilyseo,FI,,2,23,4.0,,,,,,,,,4.0,,,4.0,5.0,,,,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,1
14276,2019K,1083,Helsingin normaalilyseo,FI,,2,29,5.0,,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,,5.0,,,,,,,,7.0,,,,,,,,,1
14277,2019K,1083,Helsingin normaalilyseo,FI,,2,19,4.0,,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
14278,2019K,1083,Helsingin normaalilyseo,FI,,1,39,6.0,,,,,,,,7.0,,,,6.0,,,,,,,6.0,,,7.0,,,,7.0,,,,,,,,,,,,,,,,,1
14279,2019K,1083,Helsingin normaalilyseo,FI,,2,35,6.0,,,,,,,,5.0,,,,5.0,,6.0,,,,,6.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
14280,2019K,1083,Helsingin normaalilyseo,FI,,2,32,5.0,,,,,,,,5.0,,6.0,,,,,,,,,4.0,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,1
14281,2019K,1083,Helsingin normaalilyseo,FI,,2,27,4.0,,,,,,,,7.0,,6.0,,,,4.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
14282,2019K,1083,Helsingin normaalilyseo,FI,,2,34,6.0,,,,,,,,,6.0,,,,,3.0,,,,,,,,,6.0,,,7.0,,,,,,,,,6.0,,,,,,,,1
14283,2019K,1083,Helsingin normaalilyseo,FI,,2,27,6.0,,,,,,,,5.0,,,,,,,,,,,,,5.0,6.0,,,,5.0,,,,,,,,,,,,,,,,,1
14284,2019K,1083,Helsingin normaalilyseo,FI,,2,29,7.0,,,,,,,,,6.0,,,,6.0,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,1
14285,2019K,1083,Helsingin normaalilyseo,FI,,2,33,6.0,,,,,,,,,7.0,,,,,7.0,7.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
14286,2019K,1083,Helsingin normaalilyseo,FI,,1,41,5.0,,,,,,,,6.0,,,,5.0,,,,,,,,,6.0,,6.0,,,4.0,4.0,,,,,,5.0,,,,,,,,,,1
14287,2019K,1083,Helsingin normaalilyseo,FI,,2,34,7.0,,,,,,,,5.0,,5.0,,,,5.0,,,,,,,,,6.0,,,,,,,,,,6.0,,,,,,,,,,1
14288,2019K,1083,Helsingin normaalilyseo,FI,,2,23,6.0,,,,,,,,,6.0,,,,,5.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
14289,2019K,1083,Helsingin normaalilyseo,FI,,2,41,7.0,,,,,,,,,6.0,,,,,6.0,6.0,,,,,,,6.0,,,,5.0,,,,,,5.0,,,,,,,,,,,1
14290,2019K,1083,Helsingin normaalilyseo,FI,,2,20,,,,,,,4.0,,,4.0,4.0,,,,,,,,,,3.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
14291,2019K,1083,Helsingin normaalilyseo,FI,,2,41,6.0,,,,,,,,,4.0,,,,7.0,,,,,,,6.0,6.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
14292,2019K,1083,Helsingin normaalilyseo,FI,,1,26,3.0,,,,,,,,3.0,,,,3.0,6.0,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,1
14293,2019K,1083,Helsingin normaalilyseo,FI,,1,36,7.0,,,,,,,,5.0,,6.0,,6.0,,,,,,,7.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
14294,2019K,1083,Helsingin normaalilyseo,FI,,2,29,6.0,,,,,,,,5.0,,6.0,,5.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
14295,2019K,1083,Helsingin normaalilyseo,FI,,2,43,7.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,6.0,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,1
14296,2019K,1083,Helsingin normaalilyseo,FI,,2,41,5.0,,,,,,,,4.0,,,,,6.0,6.0,,,,,,,5.0,4.0,,,,6.0,,,,,,,5.0,,,,,,,,,,1
14297,2019K,1083,Helsingin normaalilyseo,FI,,2,39,7.0,,,,,,,,6.0,,,,,,7.0,,,,6.0,,,,6.0,,,,7.0,,,,,,,,,,,,,,,,,1
14298,2019K,1083,Helsingin normaalilyseo,FI,,2,43,6.0,,,,,,,,,,,,,6.0,6.0,6.0,,,,,5.0,6.0,3.0,,,,5.0,,,,,,,,,,,,,,,,,1
14299,2019K,1083,Helsingin normaalilyseo,FI,,2,32,7.0,,,,,,,,,7.0,,,,6.0,,,,,,,,6.0,,,,,6.0,,,,,,,,,,,,,,,,,1
14300,2019K,1083,Helsingin normaalilyseo,FI,,2,34,7.0,,,,,,,,6.0,,,,,7.0,,,,,,,,7.0,,,,,7.0,,,,,,,,,,,,,,,,,1
14301,2019K,1083,Helsingin normaalilyseo,FI,,2,37,6.0,,,,,,,,5.0,,,,6.0,,,,,,,7.0,,,,,,,7.0,,,,,,,,6.0,,,,,,,,,1
14302,2019K,1083,Helsingin normaalilyseo,FI,,2,27,6.0,,,,,,,,3.0,,4.0,,5.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
16012,2019K,1894,Helsingin aikuislukio,FI,,2,20,7.0,,,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,2
16013,2019K,1894,Helsingin aikuislukio,FI,,2,9,2.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,2
16014,2019K,1894,Helsingin aikuislukio,FI,,2,13,3.0,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,2
16015,2019K,1894,Helsingin aikuislukio,FI,,2,21,,,,,,,6.0,,,3.0,,,,,,,,4.0,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
16016,2019K,1894,Helsingin aikuislukio,FI,,2,20,5.0,,,,,,,,,6.0,,,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,2
16017,2019K,1894,Helsingin aikuislukio,FI,,2,19,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
16018,2019K,1894,Helsingin aikuislukio,FI,,2,16,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
16019,2019K,1894,Helsingin aikuislukio,FI,,1,16,4.0,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,2
16020,2019K,1894,Helsingin aikuislukio,FI,,1,19,4.0,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,7.0,,,,,,,,,,,,,,,,,1
16021,2019K,1894,Helsingin aikuislukio,FI,,2,13,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,2
16022,2019K,1894,Helsingin aikuislukio,FI,,2,14,3.0,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
16023,2019K,1894,Helsingin aikuislukio,FI,,1,11,,,,,,,3.0,,,4.0,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,2
16024,2019K,1894,Helsingin aikuislukio,FI,,1,28,6.0,,,,,,,,,5.0,,,,6.0,5.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
16025,2019K,1894,Helsingin aikuislukio,FI,,2,11,,,,,,,3.0,,,3.0,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,2
16026,2019K,1894,Helsingin aikuislukio,FI,,1,14,2.0,,,,,,,,,5.0,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,2
16027,2019K,1894,Helsingin aikuislukio,FI,,1,12,2.0,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,2
16028,2019K,1894,Helsingin aikuislukio,FI,,2,21,4.0,,,,,,,,,,,,,,5.0,,,4.0,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,1
16029,2019K,1894,Helsingin aikuislukio,FI,,2,15,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
16030,2019K,1894,Helsingin aikuislukio,FI,,2,14,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,3.0,,,,,,,,,,,,,,,,,2
16031,2019K,1894,Helsingin aikuislukio,FI,,1,27,7.0,,,,,,,,,,,,,6.0,,,,,,,,4.0,,3.0,,,7.0,,,,,,,,,,,,,,,,,1
16032,2019K,1894,Helsingin aikuislukio,FI,,1,17,4.0,,,,,,,,,5.0,,,,,3.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
16033,2019K,1894,Helsingin aikuislukio,FI,,2,14,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,2
16034,2019K,1894,Helsingin aikuislukio,FI,,1,14,2.0,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
16035,2019K,1894,Helsingin aikuislukio,FI,,2,29,7.0,,,,,,,,,,,,,4.0,,,,,,,,4.0,,7.0,,,7.0,,,,,,,,,,,,,,,,,2
16036,2019K,1894,Helsingin aikuislukio,FI,,2,24,5.0,,,,,,,,,5.0,,,,,,,,,,,5.0,,,5.0,,,4.0,,,,,,,,,,,,,,,,,2
16037,2019K,1894,Helsingin aikuislukio,FI,,1,15,2.0,,,,,,,,,6.0,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,2
16038,2019K,1894,Helsingin aikuislukio,FI,,1,13,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,1
16039,2019K,1894,Helsingin aikuislukio,FI,,1,14,3.0,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,2
16040,2019K,1894,Helsingin aikuislukio,FI,,1,20,4.0,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
16041,2019K,1894,Helsingin aikuislukio,FI,,2,22,5.0,,,,,,,,,5.0,,,,,,,,,,,6.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,2
16042,2019K,1894,Helsingin aikuislukio,FI,,1,24,5.0,,,,,,,,,5.0,,,,4.0,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,1
16043,2019K,1894,Helsingin aikuislukio,FI,,1,17,4.0,,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
16044,2019K,1894,Helsingin aikuislukio,FI,,2,18,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
16045,2019K,1894,Helsingin aikuislukio,FI,,2,16,3.0,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
16046,2019K,1894,Helsingin aikuislukio,FI,,2,11,3.0,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2
16047,2019K,1894,Helsingin aikuislukio,FI,,2,16,,,,,,,5.0,,,,,,,,,,,,,,3.0,,,3.0,,,5.0,,,,,,,,,,,,,,,,,2
16048,2019K,1894,Helsingin aikuislukio,FI,,2,14,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,7.0,,,3.0,,,,,,,,,,,,,,,,,1
16049,2019K,1894,Helsingin aikuislukio,FI,,1,17,3.0,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
16050,2019K,1894,Helsingin aikuislukio,FI,,1,22,6.0,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,2
16051,2019K,1894,Helsingin aikuislukio,FI,,2,13,3.0,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,2
16052,2019K,1894,Helsingin aikuislukio,FI,,2,22,6.0,,,,,,,,,6.0,,,,,,,,,,3.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
16053,2019K,1894,Helsingin aikuislukio,FI,,1,16,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,2
16054,2019K,1894,Helsingin aikuislukio,FI,,2,16,4.0,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
16055,2019K,1894,Helsingin aikuislukio,FI,,2,11,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,2
16056,2019K,1894,Helsingin aikuislukio,FI,,2,25,6.0,,,,,,,,,5.0,,,,,3.0,,,,,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
16057,2019K,1894,Helsingin aikuislukio,FI,,1,13,2.0,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,2
16058,2019K,1894,Helsingin aikuislukio,FI,,2,17,4.0,,,,,,,,,4.0,,,,,,,,,,,6.0,,,,,,3.0,,,,,,,,,,,,,,,,,2
16059,2019K,1894,Helsingin aikuislukio,FI,,1,9,2.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,2
16060,2019K,1894,Helsingin aikuislukio,FI,,2,11,4.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,2
16061,2019K,1894,Helsingin aikuislukio,FI,,1,21,6.0,,,,,,,,,6.0,,,,,,,,,,,,3.0,,,,,6.0,,,,,,,,,,,,,,,,,2
16062,2019K,1894,Helsingin aikuislukio,FI,,2,14,5.0,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,,,,2.0,,,,,,,,,,,,2
16063,2019K,1894,Helsingin aikuislukio,FI,,1,31,6.0,,,,,,,,,,,7.0,,,,,,6.0,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
16064,2019K,1894,Helsingin aikuislukio,FI,,1,14,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,6.0,,,,,,,,,,,,,,,,,1
16065,2019K,1894,Helsingin aikuislukio,FI,,2,12,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
16066,2019K,1894,Helsingin aikuislukio,FI,,2,18,5.0,,,,,,,,,4.0,4.0,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,2
16067,2019K,1894,Helsingin aikuislukio,FI,,1,17,3.0,,,,,,,,,5.0,,,,,,,,,,,,3.0,,,,,6.0,,,,,,,,,,,,,,,,,2
16068,2019K,1894,Helsingin aikuislukio,FI,,2,13,,,,,,,4.0,,,4.0,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,2
16903,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,14,,,,,,,3.0,,,3.0,,,,,,,,,,,,0.0,,,,,2.0,,,,6.0,,,,,,,,,,,,,1
16904,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,23,4.0,,,,,,,,,6.0,,,,,4.0,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
16905,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,27,5.0,,,,,,,,,4.0,,,,,,,,,6.0,,,,,,,,6.0,,,,,,6.0,,,,,,,,,,,1
16906,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,22,4.0,,,,,,,,,3.0,4.0,,,,4.0,,,,,,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
16907,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,12,3.0,,,,,,,,,2.0,,,,,,,,,,,3.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,1
16908,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,21,3.0,,,,,,,,,5.0,,,,,,,,,,,5.0,,6.0,,,,2.0,,,,,,,,,,,,,,,,,1
16909,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,28,5.0,,,,,,,,,6.0,,,,,,,,,,,,5.0,,,,,6.0,,,,,,,6.0,,,,,,,,,,1
16910,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,20,4.0,,,,,,,,,5.0,,,,,,,,,,,6.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
16911,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,2,18,4.0,,,,,,,,4.0,,2.0,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
16912,2019K,1647,Pohjois-Haagan yhteiskoulu,FI,,1,27,4.0,,,,,,,,,6.0,,,,,6.0,,,,,,6.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
