,tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
36987,2020K,1254,Kalevan lukio,FI,,1,31,5.0,,,,,,,,7.0,,,,7.0,,,,,,,7.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
36988,2020K,1254,Kalevan lukio,FI,,2,28,5.0,,,,,,,,4.0,,,,,,5.0,,,,,,,,,5.0,,,4.0,,5.0,,,,,,,,,,,,,,,1
36989,2020K,1254,Kalevan lukio,FI,,2,23,4.0,,,,,,,,6.0,,,,,,4.0,,,,,6.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
36990,2020K,1254,Kalevan lukio,FI,,2,34,6.0,,,,,,,,4.0,,,,6.0,,,,,,,,,,,6.0,,,6.0,,,,,,6.0,,,,,,,,,,,1
36991,2020K,1254,Kalevan lukio,FI,,2,49,7.0,,,,,,,,7.0,,7.0,,7.0,,,,,,,7.0,,,7.0,,,,7.0,,,,,,,,,,,,,,,,,1
36992,2020K,1254,Kalevan lukio,FI,,2,21,4.0,,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,4.0,,,,,,,,4.0,,,,,,,,,1
36993,2020K,1254,Kalevan lukio,FI,,2,17,3.0,,,,,,,,,3.0,,,,,3.0,,,,,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
36994,2020K,1254,Kalevan lukio,FI,,1,12,2.0,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
36995,2020K,1254,Kalevan lukio,FI,,2,28,4.0,,,,,,,,,5.0,,,,,,,,,,,,6.0,,5.0,,,4.0,,,,,,,4.0,,,,,,,,,,1
36996,2020K,1254,Kalevan lukio,FI,,2,15,4.0,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
36997,2020K,1254,Kalevan lukio,FI,,2,26,3.0,,,,,,,,,4.0,,,,,4.0,3.0,,,,,,,,,,,5.0,,7.0,,,,,,,,,,,,,,,1
36998,2020K,1254,Kalevan lukio,FI,,2,21,3.0,,,,,,,,5.0,,,,5.0,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
36999,2020K,1254,Kalevan lukio,FI,,1,33,4.0,,,,,,,,6.0,,5.0,,7.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37000,2020K,1254,Kalevan lukio,FI,,1,28,4.0,,,,,,,,6.0,,5.0,,5.0,,,,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1
37001,2020K,1254,Kalevan lukio,FI,,2,25,5.0,,,,,,,,6.0,,5.0,,,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37002,2020K,1254,Kalevan lukio,FI,,2,25,4.0,,,,,,,,,7.0,,,,,6.0,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
37003,2020K,1254,Kalevan lukio,FI,,2,21,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,6.0,,,,,,4.0,,,,,,,,,,,1
37004,2020K,1254,Kalevan lukio,FI,,2,34,6.0,,,,,,,,,5.0,,,,,6.0,,,,,,7.0,,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
37005,2020K,1254,Kalevan lukio,FI,,1,19,2.0,,,,,,,,,2.0,,,,,4.0,,,,,,,,,4.0,,,4.0,,3.0,,,,,,,,,,,,,,,1
37006,2020K,1254,Kalevan lukio,FI,,1,22,3.0,,,,,,,,,6.0,4.0,,,,,,,,3.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
37007,2020K,1254,Kalevan lukio,FI,,1,32,3.0,,,,,,,,,6.0,,,5.0,,,,,,,4.0,,,,5.0,,,5.0,,,,,,,4.0,,,,,,,,,,1
37008,2020K,1254,Kalevan lukio,FI,,2,17,3.0,,,,,,,,4.0,,,,,,4.0,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,1
37009,2020K,1254,Kalevan lukio,FI,,2,23,5.0,,,,,,,,,,,,,,4.0,,,,,,6.0,,3.0,,,,,,,,,,,5.0,,,,,,,,,,1
37010,2020K,1254,Kalevan lukio,FI,,1,24,4.0,,,,,,,,5.0,,,,,,4.0,,,,,,5.0,,,,,,6.0,,,,,,,,,,,,,,,,,1
37011,2020K,1254,Kalevan lukio,FI,,2,28,4.0,,,,,,,,,5.0,,,,6.0,,6.0,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
37012,2020K,1254,Kalevan lukio,FI,,2,13,2.0,,,,,,,,,3.0,,,,,3.0,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,1
37013,2020K,1254,Kalevan lukio,FI,,1,21,,,,,,,5.0,,6.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1
37014,2020K,1254,Kalevan lukio,FI,,2,14,4.0,,,,,,,,3.0,,,,,,2.0,,,,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,1
37015,2020K,1254,Kalevan lukio,FI,,2,20,4.0,,,,,,,,,,,3.0,,,4.0,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
37016,2020K,1254,Kalevan lukio,FI,,2,20,4.0,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,4.0,,,,,,3.0,,,,,,,,,,,1
37017,2020K,1254,Kalevan lukio,FI,,2,17,3.0,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,1
37018,2020K,1254,Kalevan lukio,FI,,1,38,5.0,,,,,,,,7.0,,,,7.0,,,,,,,7.0,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
37019,2020K,1254,Kalevan lukio,FI,,1,49,6.0,,,,,,,,6.0,,,7.0,,,,,,,,6.0,,6.0,,6.0,,,7.0,,,,,,5.0,,,,,,,,,,,1
37020,2020K,1254,Kalevan lukio,FI,,2,32,5.0,,,,,,,,5.0,,6.0,,7.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37021,2020K,1254,Kalevan lukio,FI,,2,23,4.0,,,,,,,,,5.0,5.0,,,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37022,2020K,1254,Kalevan lukio,FI,,2,42,7.0,,,,,,,,7.0,,7.0,,7.0,,,,,,,7.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
37023,2020K,1254,Kalevan lukio,FI,,1,27,3.0,,,,,,,,4.0,,,5.0,,5.0,,,,,,,,7.0,,,,,3.0,,,,,,,,,,,,,,,,,1
37024,2020K,1254,Kalevan lukio,FI,,2,25,5.0,,,,,,,,,,,6.0,,,5.0,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
37025,2020K,1254,Kalevan lukio,FI,,2,30,6.0,,,,,,,,,7.0,5.0,,,,6.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
37026,2020K,1254,Kalevan lukio,FI,,2,28,5.0,,,,,,,,4.0,,,,,,,,,,5.0,,,4.0,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
37027,2020K,1254,Kalevan lukio,FI,,2,23,4.0,,,,,,,,4.0,,,,,,4.0,,,,,4.0,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
37028,2020K,1254,Kalevan lukio,FI,,2,27,4.0,,,,,,,,3.0,,,,,,5.0,,,,,5.0,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
37029,2020K,1254,Kalevan lukio,FI,,2,18,4.0,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
37030,2020K,1254,Kalevan lukio,FI,,2,15,3.0,,,,,,,,,,,,,,,,,,,,3.0,4.0,,2.0,,,3.0,,,,,,,,,,,,,,,,,1
37031,2020K,1254,Kalevan lukio,FI,,1,23,3.0,,,,,,,,5.0,,,,6.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37032,2020K,1254,Kalevan lukio,FI,,1,34,4.0,,,,,,,,6.0,,,,6.0,6.0,,,,,,,,,,5.0,,,7.0,,,,,,,,,,,,,,,,,1
37033,2020K,1254,Kalevan lukio,FI,,2,17,4.0,,,,,,,,,5.0,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37034,2020K,1254,Kalevan lukio,FI,,2,34,6.0,,,,,,,,5.0,,,,6.0,,,,,,,,,,,6.0,,,7.0,,4.0,,,,,,,,,,,,,,,1
37035,2020K,1254,Kalevan lukio,FI,,1,25,4.0,,,,,,,,4.0,,5.0,,4.0,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,1
37036,2020K,1254,Kalevan lukio,FI,,2,31,5.0,,,,,,,,,4.0,,,,,5.0,,,,,,,,,6.0,,,6.0,,,,,,5.0,,,,,,,,,,,1
37037,2020K,1254,Kalevan lukio,FI,,2,19,3.0,,,,,,,,,,,,,,,,,,5.0,,,4.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
37038,2020K,1254,Kalevan lukio,FI,,2,20,3.0,,,,,,,,,5.0,,,,5.0,,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
37039,2020K,1254,Kalevan lukio,FI,,2,27,4.0,,,,,,,,4.0,,,,,,,,,,,5.0,,5.0,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
37040,2020K,1254,Kalevan lukio,FI,,2,19,5.0,,,,,,,,3.0,,,,,,,,,,4.0,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,1
37041,2020K,1254,Kalevan lukio,FI,,2,41,6.0,,,,,,,,6.0,,6.0,,6.0,,5.0,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
37042,2020K,1254,Kalevan lukio,FI,,1,23,2.0,,,,,,,,7.0,,,,5.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37043,2020K,1254,Kalevan lukio,FI,,2,24,5.0,,,,,,,,,5.0,,,,,5.0,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
37044,2020K,1254,Kalevan lukio,FI,,2,22,4.0,,,,,,,,,4.0,,,,,5.0,,,,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
37045,2020K,1254,Kalevan lukio,FI,,1,30,5.0,,,,,,,,6.0,,,,7.0,,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
37046,2020K,1254,Kalevan lukio,FI,,2,28,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,6.0,,,4.0,,,,,,,5.0,,,,,,,4.0,,,1
37047,2020K,1254,Kalevan lukio,FI,,2,31,4.0,,,,,,,,5.0,,,,,,,,,,5.0,,,5.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
37048,2020K,1254,Kalevan lukio,FI,,2,29,5.0,,,,,,,,,7.0,,,,,,,,,,,,5.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
37049,2020K,1254,Kalevan lukio,FI,,1,23,3.0,,,,,,,,6.0,,,,7.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
37050,2020K,1254,Kalevan lukio,FI,,1,29,4.0,,,,,,,,5.0,,,,6.0,,,,,,,,,5.0,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
37051,2020K,1254,Kalevan lukio,FI,,2,21,3.0,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,5.0,,,,,,,,5.0,,,,,,,,,1
37052,2020K,1254,Kalevan lukio,FI,,2,25,4.0,,,,,,,,5.0,,,,,5.0,,,,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,1
37053,2020K,1254,Kalevan lukio,FI,,2,33,4.0,,,,,,,,6.0,,,,,,6.0,,,,,,,,,6.0,,,6.0,,,,,,,5.0,,,,,,,,,,1
37054,2020K,1254,Kalevan lukio,FI,,1,23,3.0,,,,,,,,3.0,,4.0,,,,,,,,,3.0,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,1
37055,2020K,1254,Kalevan lukio,FI,,2,27,4.0,,,,,,,,5.0,,5.0,,,,,,,,,5.0,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
37056,2020K,1254,Kalevan lukio,FI,,2,17,4.0,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,2.0,,,1
37057,2020K,1254,Kalevan lukio,FI,,1,26,4.0,,,,,,,,5.0,,,,6.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37058,2020K,1254,Kalevan lukio,FI,,1,37,4.0,,,,,,,,7.0,,7.0,,7.0,,,,,,,7.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37059,2020K,1254,Kalevan lukio,FI,,1,32,5.0,,,,,,,,5.0,,,,6.0,,,,,,,,,6.0,,5.0,,,5.0,,,,,,,,,,,,,,,,,1
37060,2020K,1254,Kalevan lukio,FI,,1,28,3.0,,,,,,,,,7.0,,,,5.0,4.0,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,,,,,1
37061,2020K,1254,Kalevan lukio,FI,,2,29,4.0,,,,,,,,5.0,,4.0,,4.0,,,,,,,,6.0,,,,,,,,,,,6.0,,,,,,,,,,,,1
37062,2020K,1254,Kalevan lukio,FI,,1,29,3.0,,,,,,,,3.0,,5.0,,7.0,,,,,,,4.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
37063,2020K,1254,Kalevan lukio,FI,,2,27,4.0,,,,,,,,4.0,,5.0,,,,,,,,,5.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,1
37064,2020K,1254,Kalevan lukio,FI,,2,26,4.0,,,,,,,,,4.0,,,,,5.0,,,,,,,,,4.0,,,5.0,,,,,,4.0,,,,,,,,,,,1
37065,2020K,1254,Kalevan lukio,FI,,2,26,6.0,,,,,,,,3.0,,,,,,6.0,,,,,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
37066,2020K,1254,Kalevan lukio,FI,,1,44,6.0,,,,,,,,6.0,,6.0,,7.0,,,,,,,6.0,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
37067,2020K,1254,Kalevan lukio,FI,,2,21,4.0,,,,,,,,4.0,,,,4.0,,,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
37068,2020K,1254,Kalevan lukio,FI,,1,25,4.0,,,,,,,,5.0,,,,6.0,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37069,2020K,1254,Kalevan lukio,FI,,2,19,3.0,,,,,,,,3.0,,,,,,5.0,,,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,1
37070,2020K,1254,Kalevan lukio,FI,,2,35,6.0,,,,,,,,4.0,,6.0,,5.0,,,,,,,5.0,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
37071,2020K,1254,Kalevan lukio,FI,,2,23,4.0,,,,,,,,5.0,,4.0,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
37072,2020K,1254,Kalevan lukio,FI,,2,24,4.0,,,,,,,,6.0,,,,5.0,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37073,2020K,1254,Kalevan lukio,FI,,2,19,5.0,,,,,,,,,,3.0,,,,,,,,,,,,,4.0,,,3.0,,,,,,,4.0,,,,,,,,,,1
37074,2020K,1254,Kalevan lukio,FI,,1,28,4.0,,,,,,,,5.0,,,,5.0,,,,,,,5.0,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
37075,2020K,1254,Kalevan lukio,FI,,2,21,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,3.0,,,6.0,,,,,,,,4.0,,,,,,,,,1
37076,2020K,1254,Kalevan lukio,FI,,2,33,5.0,,,,,,,,6.0,,5.0,,6.0,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37077,2020K,1254,Kalevan lukio,FI,,2,16,2.0,,,,,,,,4.0,,,,,,,,,,,,4.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
37078,2020K,1254,Kalevan lukio,FI,,2,16,4.0,,,,,,,,,2.0,,,,,,4.0,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,1
37079,2020K,1254,Kalevan lukio,FI,,1,17,3.0,,,,,,,,3.0,,,,3.0,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
37080,2020K,1254,Kalevan lukio,FI,,1,32,4.0,,,,,,,,6.0,,,,6.0,,,,,,,,,,,5.0,,,6.0,,,,,,,5.0,,,,,,,,,,1
37081,2020K,1254,Kalevan lukio,FI,,2,20,5.0,,,,,,,,,3.0,3.0,,,,,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
37082,2020K,1254,Kalevan lukio,FI,,1,21,3.0,,,,,,,,4.0,,,4.0,,,3.0,,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
37083,2020K,1254,Kalevan lukio,FI,,2,21,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,4.0,,,1
37084,2020K,1254,Kalevan lukio,FI,,2,35,5.0,,,,,,,,4.0,,5.0,,5.0,,4.0,,,,,4.0,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
37085,2020K,1254,Kalevan lukio,FI,,1,27,3.0,,,,,,,,5.0,,,,6.0,,,,,,,4.0,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,1
37086,2020K,1254,Kalevan lukio,FI,,2,22,3.0,,,,,,,,4.0,,4.0,,5.0,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1
37087,2020K,1254,Kalevan lukio,FI,,2,30,6.0,,,,,,,,5.0,,6.0,,,,,,,,,6.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
37417,2020K,1757,Sammon keskuslukio,FI,,1,38,5.0,,,,,,,,7.0,,,,6.0,4.0,,,,,,6.0,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,1
37418,2020K,1757,Sammon keskuslukio,FI,,1,17,5.0,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,1
37419,2020K,1757,Sammon keskuslukio,FI,,1,12,2.0,,,,,,,,,3.0,,,,,,,,,2.0,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
37420,2020K,1757,Sammon keskuslukio,FI,,1,23,4.0,,,,,,,,,5.0,,,,,6.0,,,,,,2.0,,,,,,6.0,,,,,,,,,,,,,,,,,1
37421,2020K,1757,Sammon keskuslukio,FI,,1,21,3.0,,,,,,,,6.0,,,,,3.0,,,,,,,,3.0,,,,,6.0,,,,,,,,,,,,,,,,,1
37422,2020K,1757,Sammon keskuslukio,FI,,2,19,4.0,,,,,,,,,4.0,3.0,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37423,2020K,1757,Sammon keskuslukio,FI,,1,16,3.0,,,,,,,,,,,,,,,,,,,,4.0,3.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
37424,2020K,1757,Sammon keskuslukio,FI,,2,33,5.0,,,,,,,,,6.0,,,,,5.0,,,,,,,4.0,,7.0,,,6.0,,,,,,,,,,,,,,,,,1
37425,2020K,1757,Sammon keskuslukio,FI,,1,24,5.0,,,,,,,,5.0,,,,5.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37426,2020K,1757,Sammon keskuslukio,FI,,2,24,5.0,,,,,,,,,6.0,,,,,3.0,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
37427,2020K,1757,Sammon keskuslukio,FI,,2,19,5.0,,,,,,,,,4.0,3.0,,,,,,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
37428,2020K,1757,Sammon keskuslukio,FI,,2,27,6.0,,,,,,,,,6.0,4.0,,,,,,,,,,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
37429,2020K,1757,Sammon keskuslukio,FI,,1,22,4.0,,,,,,,,,6.0,,,,4.0,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,1
37430,2020K,1757,Sammon keskuslukio,FI,,2,24,4.0,,,,,,,,3.0,,5.0,,3.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37431,2020K,1757,Sammon keskuslukio,FI,,2,23,4.0,,,,,,,,,5.0,,,,,3.0,,,,,,3.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
37432,2020K,1757,Sammon keskuslukio,FI,,2,28,6.0,,,,,,,,6.0,,,,,3.0,,,,,,,,4.0,,,,,4.0,,,,,,5.0,,,,,,,,,,,1
37433,2020K,1757,Sammon keskuslukio,FI,,1,23,5.0,,,,,,,,,7.0,,,,4.0,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,1
37434,2020K,1757,Sammon keskuslukio,FI,,1,23,4.0,,,,,,,,4.0,,,,,,,,,,,,5.0,4.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
37435,2020K,1757,Sammon keskuslukio,FI,,1,23,5.0,,,,,,,,5.0,,,,5.0,,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37436,2020K,1757,Sammon keskuslukio,FI,,1,26,5.0,,,,,,,,,6.0,,,,4.0,,,,,,,5.0,3.0,,,,,3.0,,,,,,,,,,,,,,,,,1
37437,2020K,1757,Sammon keskuslukio,FI,,2,36,6.0,,,,,,,,5.0,,,,,5.0,5.0,,,,,,,4.0,,6.0,,,5.0,,,,,,,,,,,,,,,,,1
37438,2020K,1757,Sammon keskuslukio,FI,,2,29,4.0,,,,,,,,,5.0,,,,,5.0,,,,,,,,,5.0,,,5.0,,,,,,,5.0,,,,,,,,,,1
37439,2020K,1757,Sammon keskuslukio,FI,,1,19,4.0,,,,,,,,,4.0,,,,,3.0,,,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
37440,2020K,1757,Sammon keskuslukio,FI,,2,25,4.0,,,,,,,,5.0,,,,,4.0,,,,,,,,4.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
37441,2020K,1757,Sammon keskuslukio,FI,,1,15,3.0,,,,,,,,,5.0,,,,2.0,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,1
37442,2020K,1757,Sammon keskuslukio,FI,,2,19,4.0,,,,,,,,4.0,,,,4.0,3.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37443,2020K,1757,Sammon keskuslukio,FI,,1,28,6.0,,,,,,,,6.0,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,6.0,,,,,,,,1
37444,2020K,1757,Sammon keskuslukio,FI,,1,22,4.0,,,,,,,,,6.0,3.0,,,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
37445,2020K,1757,Sammon keskuslukio,FI,,2,12,3.0,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
37446,2020K,1757,Sammon keskuslukio,FI,,2,27,5.0,,,,,,,,6.0,,,,,,,,,,,,,6.0,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
37447,2020K,1757,Sammon keskuslukio,FI,,1,19,3.0,,,,,,,,,5.0,,,,,4.0,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,1
37448,2020K,1757,Sammon keskuslukio,FI,,1,21,4.0,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,3.0,6.0,,,,,,,,,,,,,,,,1
37449,2020K,1757,Sammon keskuslukio,FI,,1,22,5.0,,,,,,,,,5.0,,,,,,,,,,,,4.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
37450,2020K,1757,Sammon keskuslukio,FI,,1,30,6.0,,,,,,,,,5.0,4.0,,4.0,,,,,,,4.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
37451,2020K,1757,Sammon keskuslukio,FI,,2,26,5.0,,,,,,,,,4.0,4.0,,,,5.0,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
37452,2020K,1757,Sammon keskuslukio,FI,,2,36,6.0,,,,,,,,,,,,,,,,,,6.0,,,4.0,,6.0,,,7.0,,,,,,,,7.0,,,,,,,,,1
37453,2020K,1757,Sammon keskuslukio,FI,,2,12,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1
37454,2020K,1757,Sammon keskuslukio,FI,,1,29,4.0,,,,,,,,,6.0,,,,,5.0,,,,,,,5.0,,5.0,,,4.0,,,,,,,,,,,,,,,,,1
37455,2020K,1757,Sammon keskuslukio,FI,,1,17,3.0,,,,,,,,,4.0,,,,3.0,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,1
37456,2020K,1757,Sammon keskuslukio,FI,,2,28,6.0,,,,,,,,4.0,,,,,4.0,,,,,,,5.0,3.0,,,,,6.0,,,,,,,,,,,,,,,,,1
37457,2020K,1757,Sammon keskuslukio,FI,,1,25,4.0,,,,,,,,,4.0,,,,,,,,,4.0,,,,,4.0,,,3.0,,,,,,,6.0,,,,,,,,,,1
37458,2020K,1757,Sammon keskuslukio,FI,,2,17,4.0,,,,,,,,,3.0,,,,,,3.0,,,,,4.0,,,3.0,,,0.0,,,,,,,,,,,,,,,,,1
37459,2020K,1757,Sammon keskuslukio,FI,,2,34,5.0,,,,,,,,6.0,,6.0,,4.0,,,,,,,6.0,,,,7.0,,,,,,,,,,,,,,,,,,,,1
37460,2020K,1757,Sammon keskuslukio,FI,,1,17,4.0,,,,,,,,,5.0,,,,,2.0,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,1
37461,2020K,1757,Sammon keskuslukio,FI,,2,32,5.0,,,,,,,,,6.0,,,,,6.0,,,,,,6.0,,,6.0,,,3.0,,,,,,,,,,,,,,,,,1
37462,2020K,1757,Sammon keskuslukio,FI,,2,29,5.0,,,,,,,,6.0,,6.0,,,,,,,,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
37463,2020K,1757,Sammon keskuslukio,FI,,1,30,5.0,,,,,,,,5.0,,5.0,,6.0,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
37464,2020K,1757,Sammon keskuslukio,FI,,2,25,6.0,,,,,,,,5.0,,4.0,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
37465,2020K,1757,Sammon keskuslukio,FI,,2,41,6.0,,,,,,,,6.0,,6.0,,5.0,,,,,,,6.0,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,1
37466,2020K,1757,Sammon keskuslukio,FI,,1,59,6.0,,,,,,,,6.0,,7.0,,7.0,,,,,,,6.0,,,,7.0,,,7.0,,6.0,,,,7.0,,,,,,,,,,,1
37467,2020K,1757,Sammon keskuslukio,FI,,2,17,4.0,,,,,,,,,6.0,3.0,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
37468,2020K,1757,Sammon keskuslukio,FI,,2,23,5.0,,,,,,,,5.0,,4.0,,,,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1
37469,2020K,1757,Sammon keskuslukio,FI,,2,29,5.0,,,,,,,,5.0,,,,,4.0,,,,,,,6.0,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
37470,2020K,1757,Sammon keskuslukio,FI,,1,36,7.0,,,,,,,,6.0,,,,,,,,,,,,,5.0,,6.0,,,6.0,,6.0,,,,,,,,,,,,,,,1
